timer,fight_result,has_round_started,is_round_over,Player1_ID,health,x_coord,y_coord,is_jumping,is_crouching,is_player_in_move,move_id,player1_buttons up,player1_buttons down,player1_buttons right,player1_buttons left,player1.player_buttons.A,player1.player_buttons.B,player1.player_buttons.Y,player1.player_buttons.R,player1.player_buttons.L,Player2_ID,Player2 health,Player2 x_coord,Player2 y_coord,Player2 is_jumping,Player2 is_crouching,Player2 is_player_in_move,Player2 move_id
146,0,1,0,0,110,149,132,1,0,0,0,0,1,0,0,0,1,0,0,0,6,176,186,192,0,0,1,0
100,0,1,0,0,79,332,192,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,264,192,0,0,0,0
104,0,1,0,0,84,217,189,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,182,192,0,0,0,0
137,0,1,0,0,143,320,157,1,0,0,0,1,0,1,0,0,0,0,0,0,7,176,410,192,0,0,1,393733
96,0,1,0,0,9,299,192,0,1,1,33685504,0,1,0,0,0,1,0,0,0,1,35,217,192,0,0,0,0
147,0,1,0,0,157,162,192,0,0,1,100664320,0,0,1,0,0,0,0,0,1,1,176,200,137,0,0,0,0
151,0,1,0,0,157,168,192,0,0,1,1029,0,0,1,0,0,0,0,1,1,1,176,258,192,0,0,0,0
69,0,1,0,0,16,383,192,0,1,0,0,0,1,0,0,0,0,0,0,0,6,9,428,192,0,0,0,0
116,0,1,0,0,36,328,192,0,0,1,1029,0,0,0,0,0,0,0,1,1,0,73,381,192,0,0,0,0
147,0,1,0,0,126,120,140,1,0,0,0,1,0,1,0,0,0,0,0,0,6,176,195,192,0,0,0,0
151,0,1,0,0,146,208,192,0,0,0,0,1,0,1,0,0,0,0,0,0,1,147,279,167,1,0,1,33817093
136,0,1,0,0,154,366,130,1,0,0,0,1,0,1,0,0,0,0,0,0,0,176,457,192,0,0,0,0
85,0,1,0,0,9,141,192,0,1,1,33686018,0,1,0,0,0,0,0,0,0,1,35,64,192,0,1,0,0
64,0,1,0,0,58,333,192,0,0,0,0,0,1,0,0,1,0,0,0,0,7,50,381,192,0,1,1,33686019
85,0,1,0,0,35,121,192,0,1,1,33686018,0,1,0,0,1,0,0,0,0,7,69,192,179,1,0,0,0
145,0,1,0,0,126,209,127,1,0,1,33685505,0,1,0,0,0,1,0,0,0,6,157,216,192,0,0,1,131586
112,0,1,0,0,77,269,134,1,0,0,0,0,0,0,1,0,0,0,0,1,7,41,246,126,1,0,0,0
57,0,1,0,0,58,304,192,0,1,0,0,0,1,1,0,0,0,0,0,0,7,27,364,192,0,1,0,0
120,0,1,0,0,103,264,192,0,1,0,0,0,1,0,1,0,0,0,0,0,7,154,317,192,0,0,0,0
98,0,1,0,0,36,224,192,0,0,1,100664320,0,0,0,1,0,0,0,0,1,7,121,194,144,0,0,0,0
137,0,1,0,0,121,310,180,1,0,0,0,1,0,1,0,0,0,0,0,0,7,176,353,139,1,0,1,67109893
130,0,1,0,0,78,448,192,0,0,1,131587,0,0,0,1,1,0,0,0,0,1,133,366,192,0,1,1,33555460
133,0,1,0,0,165,404,192,0,1,1,33685504,0,1,0,0,0,1,0,0,0,0,113,457,192,0,1,0,0
134,0,1,0,0,72,306,188,1,0,0,0,0,0,1,0,0,0,0,0,0,0,165,425,192,0,0,0,0
101,0,1,0,0,138,399,192,0,1,1,33686018,0,1,0,0,1,0,0,0,0,7,113,436,192,0,1,0,0
150,0,1,0,0,144,214,127,1,0,1,131073,1,0,1,0,0,0,0,0,0,0,176,263,192,0,0,1,1029
115,0,1,0,0,31,457,192,0,0,1,100664320,0,0,0,1,0,0,0,0,1,1,112,422,167,0,0,0,0
119,0,1,0,0,147,195,192,0,0,1,131587,0,0,1,0,1,0,0,0,0,6,85,257,186,1,0,0,0
130,0,1,0,0,141,388,138,1,0,1,33686533,0,1,0,0,0,0,0,1,0,6,37,413,192,0,0,0,0
136,0,1,0,0,121,193,149,1,0,0,0,1,0,1,0,0,0,0,0,0,6,120,244,192,0,0,0,0
120,0,1,0,0,93,126,192,0,1,1,33685504,0,1,0,0,0,1,0,0,0,6,130,150,192,0,0,0,0
151,0,1,0,0,151,190,192,0,0,0,0,0,0,1,0,0,0,0,1,0,1,176,242,192,0,0,1,515
128,0,1,0,0,93,55,192,0,0,0,0,1,0,1,0,0,0,0,0,0,6,140,140,192,0,0,0,0
120,0,1,0,0,56,447,192,0,1,1,33686018,0,1,0,0,1,0,0,0,0,1,112,360,192,0,0,1,33817601
96,0,1,0,0,46,327,192,0,0,1,1,0,0,0,0,0,0,1,0,0,3,121,457,192,0,0,0,0
54,0,1,0,0,3,282,192,0,0,1,1029,0,0,1,0,0,0,0,0,1,3,35,215,192,0,0,0,0
102,0,1,0,0,36,289,156,0,0,0,0,0,0,0,0,0,0,1,0,0,7,121,314,192,0,0,0,0
121,0,1,0,0,108,103,192,0,0,0,0,0,0,1,0,0,1,0,0,0,3,109,390,192,0,1,1,33686532
96,0,1,0,0,35,55,192,0,1,0,0,0,1,0,0,0,0,0,0,0,7,69,183,143,1,0,0,0
115,0,1,0,0,1,55,192,0,0,0,0,0,0,1,0,0,0,0,0,1,1,140,81,192,0,0,1,1029
136,0,1,0,0,154,362,133,1,0,0,0,1,0,1,0,0,0,0,0,0,0,176,457,192,0,0,0,0
119,0,1,0,0,87,342,192,0,0,1,1029,0,0,0,1,0,0,0,0,1,1,47,422,192,0,0,1,132101
146,0,1,0,0,126,188,192,0,1,0,0,0,1,0,0,0,1,0,0,0,6,157,236,192,0,0,1,131586
119,0,1,0,0,84,259,192,0,0,1,1029,0,0,1,0,0,0,0,0,1,6,71,328,192,0,0,0,0
150,0,1,0,0,176,178,192,0,0,1,131587,0,0,1,0,1,0,0,0,0,3,176,282,192,0,0,0,0
128,0,1,0,0,78,448,192,0,0,1,131073,0,0,1,0,0,1,0,0,0,1,133,381,192,0,0,0,0
128,0,1,0,0,93,55,192,0,0,0,0,1,0,1,0,0,0,0,0,0,6,140,140,192,0,0,0,0
137,0,1,0,0,138,246,136,1,0,1,131073,0,1,0,0,0,1,0,0,0,7,176,237,192,0,0,0,0
153,0,0,0,0,176,205,192,0,0,0,0,1,0,1,0,0,0,0,0,0,7,176,307,192,0,0,0,0
112,0,1,0,0,98,233,192,0,0,1,131587,0,0,0,1,1,0,0,0,0,7,3,167,192,0,0,0,0
113,0,1,0,0,84,339,192,0,0,1,100664320,0,0,1,0,0,0,0,0,1,6,39,379,140,0,0,0,0
113,0,1,0,0,31,380,192,0,0,0,0,0,0,0,1,0,0,0,0,0,1,73,247,192,0,0,0,0
103,0,1,0,0,74,243,192,0,0,0,0,0,0,0,0,0,0,1,0,0,3,121,404,192,0,0,0,0
103,0,1,0,0,76,395,170,0,0,0,0,0,0,1,0,0,1,0,0,0,0,70,434,192,0,0,0,0
133,0,1,0,0,66,195,158,1,0,0,0,0,0,0,1,0,0,0,0,1,1,176,211,192,1,0,1,33686528
153,0,0,0,0,176,205,192,0,0,0,0,1,0,1,0,0,0,0,0,0,0,176,307,192,0,0,0,0
115,0,1,0,0,81,201,192,0,1,1,33686018,0,1,0,0,1,0,0,0,0,6,54,126,192,0,0,0,0
131,0,1,0,0,141,378,128,1,0,1,33686533,0,1,0,0,0,0,0,1,0,6,37,403,192,0,0,0,0
114,0,1,0,0,19,118,192,0,0,1,1029,0,0,1,0,0,0,0,0,1,6,121,190,192,0,1,0,0
103,0,1,0,0,84,217,191,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,182,192,0,0,0,0
119,0,1,0,0,147,195,192,0,0,1,131587,0,0,0,1,0,0,0,0,0,6,85,257,172,0,0,0,0
118,0,1,0,0,121,362,192,0,0,0,0,0,0,1,0,0,0,0,0,0,3,153,424,192,0,0,0,0
114,0,1,0,0,88,258,170,0,0,0,0,0,0,0,1,0,0,1,0,0,0,113,281,192,0,0,0,0
114,0,1,0,0,11,263,192,0,0,0,0,0,0,0,1,0,0,0,0,0,0,104,387,192,0,0,1,1028
64,0,1,0,0,58,333,192,0,0,0,0,0,1,0,0,1,0,0,0,0,7,50,381,192,0,1,1,33686019
84,0,1,0,0,9,150,192,0,1,1,33686018,0,1,0,0,1,0,0,0,0,1,35,64,192,0,1,0,0
149,0,1,0,0,144,299,192,0,1,1,33686018,0,1,0,0,1,0,0,0,0,0,176,353,192,0,0,1,1029
148,0,1,0,0,141,215,128,1,0,1,33685505,0,1,0,0,0,1,0,0,0,6,176,238,192,0,0,0,0
99,0,1,0,0,11,227,131,1,0,1,33555461,1,0,1,0,0,0,0,0,1,0,113,243,192,0,0,0,0
146,0,1,0,0,122,261,163,1,0,1,33685505,0,1,0,0,0,1,0,0,0,0,165,323,192,0,0,0,0
134,0,1,0,0,117,221,192,0,0,0,0,0,0,1,0,0,0,0,0,0,3,176,300,192,0,0,0,0
144,0,1,0,0,143,346,192,0,0,1,1029,0,0,1,0,0,0,0,0,1,7,176,357,192,0,0,1,1029
102,0,1,0,0,36,289,192,0,0,0,0,0,0,0,1,0,0,1,0,0,7,121,314,192,0,0,0,0
129,0,1,0,0,69,337,192,0,0,0,0,0,0,1,0,0,0,0,0,1,0,104,380,192,0,1,1,33686532
137,0,1,0,0,87,204,192,0,0,0,0,0,0,0,1,0,0,0,0,0,1,140,232,158,1,0,1,262657
114,0,1,0,0,88,258,170,0,0,0,0,0,0,0,1,0,0,1,0,0,0,113,281,192,0,0,0,0
135,0,1,0,0,121,247,192,0,0,0,0,0,1,0,0,1,0,0,0,0,7,176,290,172,1,0,0,0
135,0,1,0,0,143,392,192,0,0,1,100664320,0,0,0,1,0,0,0,0,1,7,176,364,144,0,0,0,0
96,0,1,0,0,36,204,192,0,0,0,0,0,0,0,1,0,0,0,0,0,7,82,80,184,1,0,0,0
136,0,1,0,0,28,170,161,0,0,0,0,0,0,0,1,0,0,1,0,0,1,176,216,192,0,0,0,0
146,0,1,0,0,140,371,131,1,0,0,0,1,0,1,0,0,0,0,0,0,0,176,457,192,0,0,1,1028
137,0,1,0,0,143,305,192,0,0,0,0,0,0,0,1,0,0,0,0,0,7,176,410,192,0,0,1,1029
83,0,1,0,0,18,418,192,0,1,1,33686532,0,1,0,0,0,0,0,1,0,0,12,457,192,0,0,0,0
149,0,1,0,0,170,251,127,1,0,1,131073,0,0,0,1,0,1,0,0,0,7,176,172,192,0,0,1,132101
135,0,1,0,0,117,146,192,0,0,0,0,0,0,1,0,0,0,0,0,0,3,176,310,192,0,0,0,0
67,0,1,0,0,87,343,192,0,1,1,33686018,0,1,0,0,1,0,0,0,0,7,50,398,192,0,1,0,0
81,0,1,0,0,0,402,192,0,0,1,132101,0,0,0,1,0,0,0,1,0,3,1,358,192,0,0,0,0
115,0,1,0,0,87,422,192,0,0,1,100664320,0,0,1,0,0,0,0,0,1,1,18,448,191,0,0,0,0
115,0,1,0,0,31,457,192,0,0,1,100664320,0,0,0,1,0,0,0,0,1,1,112,422,159,0,0,0,0
131,0,1,0,0,176,241,192,0,0,1,132101,0,0,1,0,0,0,0,1,0,6,105,298,192,0,0,0,0
134,0,1,0,0,121,245,191,0,0,0,0,0,1,0,0,0,0,1,0,0,6,110,269,192,0,0,0,0
51,0,1,0,0,39,308,192,0,0,0,0,0,0,0,1,0,0,0,0,0,7,27,457,192,0,0,1,1028
132,0,1,0,0,128,352,165,1,0,0,0,1,0,1,0,0,0,0,0,0,0,134,457,192,0,0,0,0
112,0,1,0,0,79,457,192,0,0,0,0,1,0,0,1,0,0,0,0,0,6,0,376,192,0,0,0,0
131,0,1,0,0,171,389,192,0,0,1,131073,0,0,1,0,0,1,0,0,0,3,176,457,192,0,1,1,33686532
81,0,1,0,0,19,175,192,0,0,1,100664320,0,0,0,1,0,0,0,0,1,7,36,155,144,0,0,0,0
103,0,1,0,0,74,243,192,0,0,0,0,0,0,0,0,0,0,1,0,0,3,121,404,192,0,0,0,0
146,0,1,0,0,157,162,192,0,0,1,100664320,0,0,1,0,0,0,0,0,1,1,176,200,158,0,0,0,0
117,0,1,0,0,87,374,135,1,0,0,0,1,0,1,0,0,0,0,0,0,1,18,448,189,0,0,0,0
150,0,1,0,0,176,178,192,0,0,1,131587,0,0,1,0,1,0,0,0,0,3,176,282,192,0,0,0,0
85,0,1,0,0,0,353,192,0,0,1,132100,0,0,0,1,0,0,0,1,0,3,78,309,192,0,1,0,0
135,0,1,0,0,121,99,192,0,0,0,0,0,0,0,1,0,0,0,0,0,1,176,149,157,1,0,1,33817090
116,0,1,0,0,87,423,192,0,1,1,33686532,0,1,0,0,0,0,0,1,0,1,18,448,192,0,0,0,0
83,0,1,0,0,0,375,192,0,0,1,132101,0,0,0,1,0,0,0,1,0,3,47,323,192,0,0,0,0
136,0,1,0,0,30,55,190,0,0,0,0,0,1,0,0,0,0,0,0,0,6,176,121,192,0,1,1,33686532
97,0,1,0,0,46,357,192,0,0,1,100664320,0,0,1,0,0,0,0,0,1,6,0,304,193,0,0,0,0
145,0,1,0,0,122,336,192,0,0,1,0,0,0,1,0,0,0,1,0,0,0,165,385,192,0,0,0,0
120,0,1,0,0,66,219,192,0,0,0,0,0,0,0,1,0,0,0,0,0,1,137,107,192,0,0,0,0
116,0,1,0,0,36,328,192,0,0,1,1029,0,0,1,0,0,0,0,1,1,0,73,388,192,0,0,0,0
118,0,1,0,0,121,368,180,1,0,0,0,1,0,1,0,0,1,0,0,0,3,153,424,192,0,1,0,0
130,0,1,0,0,142,412,192,0,1,1,33685504,0,1,0,0,0,1,0,0,0,0,113,455,192,0,0,0,0
99,0,1,0,0,61,312,192,0,0,0,0,0,0,0,1,0,0,0,1,0,3,109,286,144,1,0,0,0
150,0,1,0,0,148,203,178,0,0,0,0,0,1,0,0,0,0,0,0,0,1,176,249,192,1,0,1,33686016
137,0,1,0,0,136,298,192,0,0,0,0,0,0,1,0,0,0,0,0,0,7,176,376,122,1,0,0,0
114,0,1,0,0,92,312,192,0,0,0,0,0,1,0,0,0,0,0,0,0,7,103,290,192,0,1,1,33686533
135,0,1,0,0,143,392,192,0,0,1,100664320,0,0,0,1,0,0,0,0,1,7,176,364,158,0,0,0,0
97,0,1,0,0,36,224,192,0,0,1,100664320,0,0,0,1,0,0,0,0,1,7,121,194,148,0,0,0,0
145,0,1,0,0,141,252,192,0,0,1,100795394,0,0,1,0,0,0,0,1,0,6,138,296,193,0,0,0,0
152,0,1,0,0,176,233,192,0,1,1,33685504,0,1,0,0,0,1,0,0,0,1,176,278,192,0,0,1,1
84,0,1,0,0,22,138,192,0,1,0,0,0,1,0,0,0,0,0,0,0,7,46,189,192,0,1,1,33686019
119,0,1,0,0,96,364,165,1,0,0,0,1,0,1,0,0,0,0,0,0,3,144,457,192,0,1,0,0
136,0,1,0,0,176,240,192,0,0,0,0,0,0,0,0,0,0,1,0,0,3,176,385,192,0,0,1,33555456
137,0,1,0,0,110,94,192,1,0,0,0,1,0,1,0,0,0,0,0,0,6,171,149,192,0,0,0,0
112,0,1,0,0,98,233,192,0,0,1,131587,0,0,0,1,1,0,0,0,0,7,3,177,192,0,0,0,0
128,0,1,0,0,103,243,192,0,0,1,131587,0,0,1,0,1,0,0,0,0,7,176,288,192,0,0,1,393221
153,0,0,0,0,176,213,170,1,0,0,0,1,0,1,0,0,0,0,0,0,1,176,307,192,0,0,1,262656
119,0,1,0,0,93,126,192,0,1,1,33685504,0,1,0,0,0,1,0,0,0,6,118,154,192,0,0,0,0
148,0,1,0,0,176,412,192,0,0,1,100664320,0,0,1,0,0,0,0,0,1,7,176,457,173,0,0,0,0
112,0,1,0,0,98,220,192,0,0,1,131587,0,0,0,1,1,0,0,0,0,7,3,175,192,0,0,0,0
105,0,1,0,0,102,231,192,0,0,1,132101,0,0,1,0,0,0,0,1,0,6,58,283,192,0,0,0,0
104,0,1,0,0,1,55,192,0,1,1,33685504,0,1,0,0,0,1,0,0,0,6,121,112,192,0,1,0,0
153,0,0,0,0,146,229,192,0,0,0,0,0,0,1,0,0,0,0,1,0,1,147,289,192,0,0,0,0
112,0,1,0,0,79,457,192,0,0,0,0,1,0,0,1,0,0,0,0,0,6,0,376,192,0,0,0,0
87,0,1,0,0,18,393,192,0,0,1,132101,0,0,1,0,0,0,0,1,0,0,12,442,178,0,0,0,0
105,0,1,0,0,81,180,192,0,0,0,0,1,0,0,1,0,0,0,0,0,6,35,59,192,0,0,0,0
148,0,1,0,0,141,225,138,1,0,1,33685505,0,1,0,0,0,1,0,0,0,6,166,238,192,0,0,0,0
80,0,1,0,0,19,171,192,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,55,159,0,0,0,0
103,0,1,0,0,74,243,192,0,0,1,1,0,0,0,0,0,0,1,0,0,3,121,402,192,0,0,0,0
128,0,1,0,0,107,361,111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75,457,192,0,0,0,0
149,0,1,0,0,170,260,133,1,0,0,0,1,0,0,1,0,0,0,0,0,7,176,172,192,0,0,1,132101
129,0,1,0,0,84,153,192,0,0,1,100795394,0,0,1,0,0,0,0,1,0,6,110,205,192,0,0,0,0
134,0,1,0,0,171,262,192,0,0,0,0,0,0,0,1,0,0,0,0,0,3,176,385,192,0,1,0,0
132,0,1,0,0,143,286,192,0,1,1,33686018,0,1,0,0,1,0,0,0,0,7,137,219,192,0,1,0,0
148,0,1,0,0,170,220,192,0,0,0,0,0,0,0,0,1,0,0,0,0,3,176,268,192,0,0,1,1
104,0,1,0,0,1,55,192,0,1,0,0,0,1,0,0,0,1,0,0,0,6,121,112,192,0,1,0,0
152,0,1,0,0,176,257,183,1,0,1,131073,0,1,0,0,0,1,0,0,0,7,176,302,192,0,0,1,394240
146,0,1,0,0,102,165,166,0,0,0,0,0,0,0,0,0,0,1,0,0,1,176,218,192,0,0,0,0
83,0,1,0,0,13,364,161,1,0,0,0,1,0,1,0,0,0,0,0,0,3,121,457,192,0,0,1,33555460
145,0,1,0,0,113,228,192,0,0,1,1,0,0,0,0,0,0,1,0,0,1,140,260,192,0,0,1,1
133,0,1,0,0,11,55,178,0,0,0,0,0,0,1,0,0,1,0,0,0,6,166,103,192,0,0,1,131586
82,0,1,0,0,57,381,192,0,1,1,33686532,0,1,0,0,0,0,0,1,0,6,58,452,192,0,1,0,0
98,0,1,0,0,36,224,192,0,0,1,100664320,0,0,0,1,0,0,0,0,1,7,121,194,192,0,0,0,0
135,0,1,0,0,176,278,192,0,0,0,0,0,1,0,1,0,0,0,0,0,6,132,363,192,0,0,0,0
136,0,1,0,0,176,240,192,0,0,1,1,0,0,0,0,0,0,1,0,0,3,176,365,192,0,0,0,0
119,0,1,0,0,24,181,192,0,0,0,0,0,1,0,0,0,1,0,0,0,6,121,224,192,0,1,1,33686532
55,0,1,0,0,39,382,178,0,0,0,0,0,1,0,0,1,0,0,0,0,7,27,429,192,0,0,1,132099
146,0,1,0,0,110,149,132,1,0,0,0,0,1,0,0,0,1,0,0,0,6,176,186,192,0,0,1,0
151,0,1,0,0,145,387,138,1,0,0,0,0,1,0,0,0,0,0,0,1,0,176,405,192,0,0,1,132100
100,0,1,0,0,2,262,192,0,1,1,33686018,0,1,0,0,0,0,0,0,0,3,144,333,192,0,1,0,0
130,0,1,0,0,42,297,192,0,0,0,0,0,0,0,0,0,0,0,0,1,0,133,326,192,0,1,0,0
133,0,1,0,0,82,119,192,0,0,1,100664320,0,0,1,0,0,0,0,0,1,6,165,162,151,0,0,0,0
136,0,1,0,0,30,55,192,0,0,0,0,0,1,1,0,0,0,0,0,0,6,176,103,192,0,1,1,33686532
149,0,1,0,0,141,168,192,0,0,0,0,1,0,1,0,0,0,0,0,0,6,176,238,192,0,1,0,0
118,0,1,0,0,96,432,192,0,1,0,0,0,1,0,0,0,1,0,0,0,3,144,457,192,0,1,1,33686532
134,0,1,0,0,107,431,192,0,0,0,0,0,0,0,1,0,0,0,0,1,1,133,460,192,0,0,1,132100
149,0,1,0,0,176,328,192,0,0,1,1029,0,1,0,0,0,0,0,0,0,6,137,406,192,0,0,0,0
98,0,1,0,0,121,312,163,1,0,1,131587,0,1,0,0,1,0,0,0,0,7,89,416,192,0,0,0,0
118,0,1,0,0,121,380,153,1,0,1,131073,1,0,1,0,1,1,0,0,0,3,153,424,192,0,1,0,0
116,0,1,0,0,98,402,170,1,0,0,0,1,0,0,1,0,0,0,0,0,7,3,293,192,0,0,0,0
112,0,1,0,0,31,301,192,0,0,0,0,0,0,0,1,0,0,0,0,0,1,73,246,192,0,0,1,132097
131,0,1,0,0,78,448,192,0,0,1,131587,0,0,0,1,1,0,0,0,0,1,133,366,192,0,1,1,33555460
136,0,1,0,0,32,170,166,0,0,0,0,0,0,0,1,0,0,0,0,0,1,176,216,192,0,0,0,0
118,0,1,0,0,106,421,192,0,0,1,131073,0,0,0,1,0,1,0,0,0,6,6,393,192,0,0,0,0
117,0,1,0,0,119,331,192,0,0,0,0,0,0,0,1,0,0,0,0,0,7,108,210,172,1,0,0,0
96,0,1,0,0,46,327,192,0,0,0,0,0,0,0,1,0,0,1,0,0,3,121,457,192,0,0,1,33555461
118,0,1,0,0,81,192,192,0,1,0,0,0,1,0,0,0,0,0,0,0,6,74,135,192,0,0,0,0
121,0,1,0,0,93,115,132,1,0,1,33685505,0,1,0,0,0,1,0,0,0,6,140,126,192,0,0,1,131586
119,0,1,0,0,93,126,192,0,1,1,33685504,0,1,0,0,0,1,0,0,0,6,118,154,192,0,0,0,0
137,0,1,0,0,40,170,161,0,0,0,0,0,0,0,0,0,0,0,1,0,1,176,216,192,0,0,0,0
66,0,1,0,0,87,343,192,0,1,1,33686018,0,1,0,0,1,0,0,0,0,7,50,398,192,0,1,0,0
115,0,1,0,0,87,422,192,0,0,1,100664320,0,0,1,0,0,0,0,0,1,1,18,448,191,0,0,0,0
98,0,1,0,0,121,408,144,1,0,1,131587,0,1,0,0,1,0,0,0,0,7,113,457,192,0,0,1,1029
121,0,1,0,0,136,399,192,0,0,1,131072,0,0,0,1,0,1,0,0,0,3,109,371,192,0,0,0,0
134,0,1,0,0,165,386,192,0,0,1,132101,0,0,1,0,0,0,0,1,0,3,109,439,192,0,0,0,0
147,0,1,0,0,176,392,132,1,0,1,1029,0,1,0,0,0,0,0,0,1,0,176,457,192,0,0,1,1024
150,0,1,0,0,176,178,192,0,0,1,131587,0,0,1,0,1,0,0,0,0,3,176,282,192,0,0,0,0
132,0,1,0,0,141,331,192,0,0,0,0,1,0,1,0,0,0,0,0,0,6,65,412,192,0,0,0,0
153,0,0,0,0,176,205,192,0,0,0,0,1,0,1,0,0,0,0,0,0,1,176,307,192,0,0,0,0
150,0,1,0,0,136,157,192,0,0,0,0,0,0,0,1,0,0,0,0,0,1,176,200,192,1,0,1,33685508
87,0,1,0,0,41,323,170,1,0,0,0,1,0,1,0,0,0,0,0,0,3,121,457,192,0,1,0,0
153,0,0,0,0,176,242,128,1,0,1,132101,0,0,1,0,0,0,0,1,0,1,176,264,167,1,0,1,262656
102,0,1,0,0,74,259,192,0,0,1,1,0,0,1,0,0,0,1,0,0,3,121,404,192,0,0,0,0
149,0,1,0,0,176,328,192,0,0,1,1029,0,0,1,0,0,0,0,1,1,6,137,406,192,0,0,0,0
130,0,1,0,0,11,55,192,0,0,0,0,0,0,0,1,0,0,0,0,0,6,166,103,192,0,0,1,132100
101,0,1,0,0,36,289,141,0,0,0,0,0,0,0,1,0,0,1,0,0,7,121,314,192,0,0,0,0
69,0,1,0,0,3,331,192,0,0,0,0,0,1,0,0,0,1,0,0,0,3,109,298,160,1,0,1,132100
151,0,1,0,0,157,226,192,0,0,0,0,0,0,1,0,0,0,0,0,1,1,176,165,192,0,0,1,1
96,0,1,0,0,121,407,135,1,0,1,33686533,1,0,1,0,0,0,0,1,0,7,89,428,192,0,1,1,33686533
137,0,1,0,0,143,312,175,1,0,0,0,1,0,1,0,0,0,0,0,0,7,176,410,192,0,0,1,393733
121,0,1,0,0,56,457,192,0,1,1,33686018,0,1,0,0,1,0,0,0,0,1,112,389,192,0,0,0,0
145,0,1,0,0,113,207,192,0,0,1,1,0,0,0,1,0,0,1,0,0,1,140,262,192,0,0,0,0
147,0,1,0,0,126,130,130,1,0,0,0,0,0,1,0,0,0,0,0,0,6,176,188,192,0,0,0,0
132,0,1,0,0,66,209,139,0,0,0,0,0,0,0,1,0,0,0,0,1,1,176,179,192,1,0,1,33686528
136,0,1,0,0,176,240,192,0,0,1,1,0,0,0,0,0,0,1,0,0,3,176,374,192,0,0,0,0
101,0,1,0,0,2,262,192,0,1,1,33686018,0,1,0,0,1,0,0,0,0,3,144,333,192,0,1,0,0
98,0,1,0,0,36,224,192,0,0,1,100664320,0,0,0,1,0,0,0,0,1,7,121,194,192,0,0,0,0
116,0,1,0,0,98,394,153,1,0,0,0,1,0,0,1,0,0,0,0,0,7,3,290,192,0,0,0,0
145,0,1,0,0,86,162,192,0,0,0,0,0,0,0,1,0,0,0,0,0,1,147,285,192,0,0,0,0
82,0,1,0,0,9,128,192,0,1,1,33686018,0,1,0,0,1,0,0,0,0,1,17,64,192,0,0,0,0
146,0,1,0,0,140,330,127,1,0,0,0,1,0,1,0,0,0,0,0,0,0,176,370,192,0,0,1,1028
103,0,1,0,0,79,380,192,0,0,1,131073,0,0,1,0,0,1,0,0,0,6,0,311,192,0,0,0,0
136,0,1,0,0,32,170,161,0,0,0,0,0,0,0,1,0,0,0,1,1,1,176,216,192,0,0,0,0
151,0,1,0,0,176,330,192,0,0,1,131587,0,0,1,0,1,0,0,0,0,7,176,381,186,1,0,0,0
150,0,1,0,0,171,253,175,1,0,0,0,0,0,0,1,0,0,0,0,0,0,176,181,192,0,0,1,1024
151,0,1,0,0,176,178,192,0,0,1,131587,0,0,0,0,1,0,0,0,0,3,176,282,192,0,0,0,0
145,0,1,0,0,122,358,192,0,0,1,0,0,0,1,0,0,0,1,0,0,0,165,382,192,0,0,0,0
104,0,1,0,0,84,217,189,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0,182,192,0,0,0,0
116,0,1,0,0,79,422,187,0,0,0,0,1,0,0,1,0,1,0,0,0,6,2,367,192,0,1,1,33686532
117,0,1,0,0,88,232,192,0,0,0,0,0,0,1,0,0,0,0,0,0,7,154,270,186,1,0,0,0
137,0,1,0,0,134,410,192,0,0,1,100664320,0,0,1,0,0,0,0,0,1,7,137,444,158,0,0,0,0
137,0,1,0,0,121,144,192,0,1,1,33686532,0,0,1,0,0,0,0,0,0,6,120,214,146,0,0,0,0
86,0,1,0,0,18,393,192,0,0,1,132101,0,0,1,0,0,0,0,0,0,0,12,457,143,0,0,0,0
137,0,1,0,0,129,253,192,0,0,0,0,0,0,0,1,0,0,0,0,1,1,137,318,192,0,0,1,1029
153,0,0,0,0,176,205,192,0,0,0,0,0,0,0,1,0,0,0,0,0,3,176,307,192,0,0,0,0
136,0,1,0,0,25,170,161,0,0,0,0,0,0,0,1,0,0,1,0,0,1,176,216,192,0,0,0,0
148,0,1,0,0,138,214,132,0,0,0,0,0,0,0,1,0,1,0,0,0,7,176,175,192,0,0,1,132101
145,0,1,0,0,122,339,192,0,0,0,0,0,0,1,0,0,0,1,0,0,0,165,387,192,0,0,0,0
96,0,1,0,0,9,299,192,0,1,1,33685504,0,1,0,0,0,1,0,0,0,1,35,217,192,0,0,0,0
129,0,1,0,0,138,417,192,0,0,1,131073,0,0,0,1,0,0,0,0,0,7,169,457,192,0,0,1,393732
81,0,1,0,0,0,402,192,0,0,1,132101,0,0,0,1,0,0,0,1,0,3,1,353,192,0,0,0,0
145,0,1,0,0,141,252,192,0,0,1,100795394,0,0,1,0,0,0,0,1,0,6,138,296,193,0,0,0,0
56,0,1,0,0,58,320,153,1,0,0,0,1,0,1,0,0,0,0,0,0,7,27,412,116,1,0,0,0
55,0,1,0,0,58,382,192,0,1,0,0,0,1,0,0,1,0,0,0,0,7,27,429,192,0,0,1,132099
